99495954	stage	58							
99176057	sprite	84							
99540227	procDef	3434							
98744256	procDef	24							
98575449	sprite	1134							
99498269	procDef	166							
99897965	sprite	8							
98979090	sprite	15							
99107344	stage	57							
96782816	stage	3							
99307728	sprite	41							
99327354	sprite	104							
99112343	sprite	170							
98647373	procDef	369							
99699401	sprite	43							
99002071	procDef	50							
99266344	procDef	55							
98689264	stage	3							
98388888	sprite	470							
99619384	stage	3							
99571264	procDef	5							
99497913	procDef	334							
99560708	stage	15							
99121296	sprite	396							
98565687	sprite	181							
99412471	procDef	130							
98587559	stage	10							
98632567	procDef	105							
98929271	sprite	12							
98605446	sprite	351							
99305403	procDef	568							
99697238	sprite	5							
99327502	stage	23							
99171600	sprite	60							
98603282	procDef	711							
98644885	sprite	54							
99958092	sprite	11							
98675402	sprite	326							
98632017	sprite	29							
98842009	stage	33							
98256991	procDef	18							
99253310	stage	124							
99205300	stage	13							
99227235	sprite	15							
99017865	sprite	1751							
99676664	sprite	711							
99798958	stage	9							
97550877	procDef	308							
98545596	sprite	36							
98818875	sprite	220							
99546909	sprite	86							
98278585	procDef	39							
98573779	procDef	284							
99712537	procDef	542							
99423938	sprite	1023							
99345579	sprite	97							
99924070	procDef	6							
99346691	stage	42							
99326442	procDef	4							
98579353	stage	4							
99928697	procDef	16597							
97790093	stage	18							
98394251	sprite	209							
99509080	sprite	228							
99361261	sprite	285							
98569319	sprite	81							
99907849	sprite	368							
98834220	procDef	8							
98569675	sprite	36							
99900128	sprite	27							
98480295	procDef	38							
99296666	procDef	835							
96438251	stage	5							
99565980	sprite	64							
98852585	procDef	8							
98799422	stage	22							
99258433	procDef	41							
99929644	stage	16							
99732545	procDef	22							
99477322	stage	13							
99608884	stage	3							
99184381	sprite	180							
99946733	sprite	303							
98617014	stage	6							
99438057	procDef	4							
99397502	sprite	15							
99339857	sprite	301							
99634705	procDef	4							
98964851	procDef	25							
96159569	procDef	10							
99144225	sprite	10							
99253266	sprite	375							
98869360	procDef	38							
97817593	sprite	1861							
98598594	stage	5							
99523665	procDef	205							
98598955	sprite	14							
98015816	sprite	61							
99741442	sprite	36							
98440155	stage	73							
99223881	stage	1							
98769086	procDef	26							
99623836	procDef	31							
98600051	procDef	129							
98643377	procDef	141							
98782304	procDef	167							
98614862	sprite	36							
99496382	sprite	1873							
98079041	sprite	137							
98738156	procDef	787							
98668942	sprite	9							
98686992	stage	18							
99321136	sprite	11							
98667135	sprite	497							
98560791	sprite	1141							
99146744	sprite	7							
99609060	procDef	4							
98709423	sprite	589							
99602626	procDef	53							
99121048	procDef	82							
99829841	procDef	50							
98590228	procDef	48							
98921668	sprite	10							
99566185	stage	3							
99451931	sprite	76							
99916221	sprite	32							
97894494	sprite	1133							
98646801	sprite	137							
99305183	sprite	82							
98653235	sprite	97							
99621892	procDef	50							
99339846	stage	14							
99634400	sprite	118							
98719252	sprite	76							
99906557	procDef	67							
99081799	procDef	19							
99463934	stage	11							
97172122	procDef	12							
99303280	stage	3							
98634649	procDef	4							
98669627	procDef	34							
98574819	procDef	1							
99517319	sprite	30							
99922841	sprite	27							
99197727	procDef	490							
99115314	stage	3							
99774257	sprite	143							
99239851	procDef	13							
98525129	sprite	6979							
99663413	procDef	44							
98611220	sprite	6							
99601311	procDef	46							
99376674	procDef	114							
98884612	sprite	423							
98620693	sprite	109							
98627642	procDef	79							
98679400	sprite	1315							
99628955	procDef	116							
99156296	sprite	126							
99576162	procDef	27							
98782140	procDef	9							
99025392	sprite	28							
99758706	sprite	2							
98352706	sprite	221							
98781629	stage	7							
99743126	stage	7							
98260365	sprite	18							
98789870	stage	4							
99378490	stage	24							
99499639	procDef	6							
98816923	procDef	282							
99002375	sprite	23							
99644858	sprite	2247							
96123693	procDef	53							
99279634	stage	15							
99560255	procDef	82							
99255372	procDef	14							
97847616	sprite	22							
99508916	sprite	306							
99171163	sprite	252							
99722830	sprite	33							
99621125	procDef	28							
99952274	stage	3							
99526020	procDef	84							
99145817	procDef	8							
99697484	procDef	4							
99325287	stage	28							
98187846	stage	24							
98490474	procDef	227							
99769415	procDef	286							
99871280	sprite	15							
99565938	stage	3							
98963455	procDef	5							
99957077	procDef	90							
98690620	procDef	60							
98520146	sprite	138							
98519374	procDef	64							
99283566	procDef	22							
98738100	sprite	12							
98998759	procDef	25							
99134566	sprite	473							
98086515	sprite	49							
98697428	procDef	19							
98901004	procDef	5							
99059959	sprite	2							
99588476	sprite	421							
99173490	sprite	266							
99294456	sprite	399							
99524906	stage	105							
99225340	procDef	10							
99226988	sprite	35							
98677060	stage	8							
99373808	stage	7							
98550057	procDef	99							
98856583	procDef	30							
96832535	sprite	756							
99480618	procDef	12							
99468983	sprite	126							
58566798	procDef	2							
99691736	procDef	19							
99347469	sprite	33							
99324778	sprite	40							
98593514	procDef	8							
98671133	sprite	110							
99327817	sprite	2							
96830427	sprite	70							
98530873	sprite	3616							
99787624	stage	9							
99172732	stage	40							
99722284	sprite	156							
99599684	stage	6							
99529496	procDef	74							
99532892	sprite	2247							
99535775	stage	8							
99331933	stage	10							
99488484	stage	15							
97312340	procDef	3291							
99282494	sprite	12							
99688191	stage	11							
99527689	procDef	5							
99526108	sprite	277							
98654384	sprite	115							
99102183	procDef	14							
99565897	sprite	32							
90241810	procDef	1968							
99119678	procDef	5							
99415074	sprite	11							
98569592	sprite	56							
96468455	sprite	577							
99288708	sprite	122							
99710012	stage	4							
99935735	sprite	371							
98769879	procDef	25							
98997424	procDef	140							
99742066	procDef	168							
99567129	sprite	208							
98548552	sprite	18							
99935379	sprite	110							
98644240	stage	36							
96579454	procDef	74							
99000238	procDef	53							
98919286	procDef	199							
98437188	procDef	594							
99485731	procDef	153							
95237638	stage	3							
99323902	sprite	23							
99458284	sprite	295							
99652112	sprite	558							
99742230	procDef	578							
99380489	stage	2							
92767576	procDef	1							
99118282	procDef	1208							
99699922	procDef	4513							
97049610	stage	98							
98587616	stage	119							
98836656	procDef	42							
84142450	stage	6							
99875455	stage	50							
99504321	procDef	236							
98786466	sprite	178							
98549072	sprite	113							
99194251	procDef	10241							
99485375	procDef	6							
99649484	sprite	13							
99248366	sprite	66							
99171657	sprite	501							
98726829	sprite	14							
96518748	procDef	5							
98918775	stage	4							
98910696	sprite	17							
99063456	procDef	344							
99482277	stage	4							
99143272	procDef	20							
99174696	sprite	2247							
98628875	sprite	473							
98727185	sprite	583							
99342802	stage	4							
98486977	sprite	1039							
99776173	sprite	94							
99681551	procDef	137							
96717129	stage	3							
99139877	sprite	4196							
99554151	procDef	12							
99639287	stage	3							
98681537	sprite	153							
99793002	procDef	670							
82944404	sprite	44							
98477930	stage	4							
99668205	sprite	13							
98654384	procDef	298							
93282114	sprite	232							
98648881	sprite	161							
99446753	stage	38							
99727780	procDef	274							
99578655	procDef	23							
99570688	sprite	130							
99642509	procDef	25							
98463219	procDef	298							
98782140	sprite	81							
98580708	sprite	409							
98596377	stage	29							
98989815	sprite	167							
98715363	sprite	468							
89227026	stage	26							
98933537	procDef	2164							
99881155	procDef	12							
99812270	sprite	35							
99712955	sprite	1698							
98648059	procDef	147							
98624171	sprite	19							
98919999	sprite	78							
98656062	stage	24							
99756329	sprite	215							
99557835	stage	6							
99894024	sprite	10716							
97180678	stage	6							
98760122	stage	8							
98688785	procDef	185							
98815069	sprite	3343							
97268768	sprite	7							
99743626	procDef	568							
95657195	sprite	292							
98536219	stage	2							
99828542	stage	3							
98792607	stage	105							
99518627	procDef	26							
97834125	sprite	222							
99322862	sprite	49							
99310384	procDef	12							
98442938	procDef	1678							
99164264	sprite	57							
99311972	procDef	12							
98594214	stage	13							
99843688	procDef	2687							
99313439	stage	6							
99603172	procDef	66							
98679668	procDef	265							
98103381	sprite	4196							
98624520	procDef	60							
59487640	sprite	4							
98814186	procDef	149							
95801400	sprite	777							
99473077	stage	4							
99797465	procDef	14							
99148057	sprite	6							
98817937	procDef	32							
99435101	procDef	190							
99729697	sprite	61							
99165319	stage	16							
97968315	sprite	60							
98872373	sprite	7							
99460447	sprite	141							
99613181	stage	3							
98645363	stage	4							
98615985	sprite	873							
96966096	sprite	205							
98670353	stage	3							
99013873	procDef	71							
98981561	stage	3							
98622017	stage	2							
99615130	procDef	67							
99132676	procDef	6							
99210842	procDef	197							
99663455	stage	98							
99769492	sprite	144							
99363944	procDef	1166							
97836644	sprite	127							
99605515	stage	3							
98901990	sprite	1106							
98644144	procDef	326							
96775198	sprite	30							
99791962	procDef	4							
97815760	sprite	108							
99503111	sprite	250							
98880915	procDef	44							
94202524	procDef	165							
98565521	sprite	187							
98444334	procDef	24							
98899114	procDef	1							
99536287	sprite	1495							
98614877	stage	2							
48035270	sprite	175							
99364300	sprite	10							
99788923	procDef	3396							
98478270	procDef	9							
98816712	sprite	19							
99299166	sprite	7							
99123203	sprite	151							
98834153	stage	129							
99477759	stage	19							
99363944	sprite	2192							
98581516	stage	10							
99668313	procDef	10							
69462662	procDef	1							
98600192	sprite	22							
98960201	sprite	6							
98673023	sprite	172							
99588476	procDef	2687							
99570116	sprite	33							
98860092	procDef	232							
99721460	sprite	71							
99779164	stage	9							
99045373	sprite	970							
98919528	procDef	36							
98791928	stage	8							
99056633	stage	6							
99074629	sprite	287							
99715382	sprite	2							
98605948	stage	2							
99435864	sprite	7							
99646330	procDef	7							
98799021	procDef	8							
99143388	stage	12							
98626277	sprite	37							
99317245	stage	3							
99491733	sprite	714							
99312043	stage	254							
99509791	procDef	46							
99245441	sprite	493							
98585947	stage	3							
99570465	sprite	323							
99246153	sprite	2518							
99863537	procDef	10							
99483566	stage	28							
99443045	procDef	13							
99074280	sprite	29							
99455365	stage	21							
99902101	sprite	14							
95035487	sprite	276							
99361610	procDef	9							
98794626	procDef	28							
99108026	sprite	1873							
98872373	procDef	111							
98485633	procDef	7							
98571121	sprite	534							
99151061	stage	3							
98523847	sprite	85							
99552266	procDef	26							
99361261	procDef	166							
98647511	sprite	361							
97683842	sprite	545							
98671996	stage	25							
98543527	stage	8							
98496727	stage	8							
99931050	procDef	1248							
98571648	sprite	26							
99411646	sprite	454							
99319903	procDef	12							
98983050	procDef	34							
98857600	sprite	192							
98919048	stage	130							
95887418	procDef	5							
96091811	procDef	7							
98553426	procDef	140							
99618492	procDef	74							
98533259	sprite	3285							
99630655	procDef	16							
74201392	stage	5							
98661448	sprite	344							
99274499	procDef	234							
99380399	procDef	47							
99890514	procDef	4							
99299140	sprite	110							
99564051	stage	4							
99472458	procDef	1							
98994632	procDef	34							
98653235	procDef	13							
98599501	sprite	350							
95837475	sprite	7							
99693793	sprite	59							
99182268	sprite	311							
98622677	stage	3							
98923641	sprite	32							
98553775	procDef	10							
99426972	sprite	164							
99417664	procDef	1							
99928722	sprite	1766							
98593250	stage	6							
99523665	sprite	3594							
99571861	sprite	1002							
99578187	procDef	4							
99900890	sprite	72							
98628755	stage	3							
98643000	sprite	6							
98525129	procDef	581							
99128425	stage	22							
99774735	stage	339							
96423062	stage	71							
99293297	procDef	2							
99340267	procDef	127							
99584314	procDef	2							
99306165	procDef	31							
99139186	procDef	49							
98910822	procDef	21							
99186156	procDef	508							
99501612	procDef	18							
98555836	procDef	19							
98537080	sprite	1062							
98936168	sprite	5							
99092441	procDef	24							
99281644	sprite	17							
98497810	procDef	8							
98929029	sprite	337							
98593421	stage	8							
99429842	procDef	6							
99161303	procDef	264							
98961090	stage	55							
98651022	sprite	754							
98642282	procDef	322							
99473779	sprite	1074							
98681373	sprite	441							
99596826	procDef	369							
99952476	procDef	47							
99324201	sprite	100							
99160549	stage	3							
99764427	procDef	11							
98948687	sprite	102							
98997747	procDef	10							
98775872	procDef	370							
98484193	stage	12							
99158489	procDef	4							
97201020	procDef	23							
85725440	sprite	52							
99561677	procDef	90							
98835669	sprite	54							
99719976	procDef	6							
98564569	sprite	52							
99783339	sprite	1441							
99437465	stage	26							
98661065	procDef	14							
98550112	sprite	8							
99505149	stage	100							
99297779	stage	41							
98049595	sprite	729							
99905572	sprite	36							
99443401	procDef	851							
99013956	procDef	6							
98520447	procDef	48							
99250561	procDef	4							
99542050	stage	4							
98436205	procDef	4744							
99247706	sprite	421							
99015728	sprite	347							
99792945	procDef	103							
99255182	procDef	25							
99373109	sprite	31							
99161823	procDef	14							
98936688	sprite	171							
99284279	sprite	396							
98696912	procDef	6							
99621125	sprite	17							
99346708	procDef	7							
98647682	sprite	1161							
99770505	procDef	456							
99874668	procDef	10							
98630351	procDef	56							
98855684	sprite	616							
98656212	procDef	3757							
99161296	procDef	987							
99338871	procDef	43							
86671949	procDef	229							
98808014	stage	3							
99389893	sprite	573							
95949373	procDef	2435							
99732262	stage	2							
98702080	sprite	62							
99959750	stage	3							
98587707	procDef	26							
98808571	procDef	4							
98825552	sprite	113							
99352266	procDef	16							
97825495	sprite	207							
98668479	sprite	87							
98344349	sprite	74							
99609633	sprite	48							
98669389	stage	18							
98622616	sprite	66							
96774208	sprite	46							
99506479	procDef	2							
98866959	procDef	988							
99832616	stage	15							
98638311	sprite	197							
97772156	sprite	122							
99499729	stage	7							
98644745	sprite	263							
99916629	procDef	6							
98611019	stage	3							
99514341	sprite	2552							
99153431	procDef	11							
98562486	sprite	91							
99159119	sprite	11							
98594611	sprite	741							
99921831	procDef	3							
99425602	sprite	12							
99573272	stage	45							
99609284	sprite	215							
99623893	procDef	82							
99668008	sprite	17							
98708079	procDef	15							
98588533	sprite	1940							
99148603	sprite	75							
98541927	procDef	1056							
98840390	stage	2							
98811121	sprite	81							
99016886	procDef	34							
99507736	sprite	73							
97697719	procDef	161							
99032983	stage	82							
98774495	procDef	16							
99004723	procDef	62							
99585409	sprite	87							
99539656	sprite	179							
98834683	procDef	25							
94425003	stage	23							
99289223	sprite	35							
99176607	procDef	82							
98570137	procDef	15							
99069399	sprite	127							
99722412	procDef	3							
98898569	sprite	11							
99585936	sprite	573							
98976184	sprite	11							
99058646	sprite	194							
98604578	stage	4							
99284641	stage	3							
98843055	procDef	68							
98596750	procDef	46							
97685758	sprite	41							
98982494	stage	3							
98562851	stage	4							
99702307	sprite	568							
99699407	procDef	5							
98696509	sprite	100							
98490151	procDef	21							
99100071	stage	86							
99148090	sprite	1560							
99183843	stage	15							
98970106	sprite	333							
98513969	stage	8							
99901136	procDef	6							
98841793	stage	9							
97743627	stage	39							
98723689	stage	60							
98986533	procDef	2							
98606537	procDef	31							
99440958	procDef	35							
99391240	stage	126							
91276453	procDef	12							
99665941	stage	15							
99219887	stage	15							
98867191	stage	20							
98689404	stage	3							
98520172	sprite	47							
98595324	sprite	305							
99376236	sprite	6							
98684324	sprite	441							
99551504	sprite	548							
99933303	procDef	35							
99785834	procDef	103							
98624888	sprite	91							
98972687	sprite	24							
98478793	sprite	75							
99467427	procDef	6							
98375989	sprite	1873							
99490016	stage	9							
93291628	procDef	4608							
99108607	stage	25							
99445127	procDef	1523							
99460110	procDef	104							
98825957	procDef	7							
90436953	procDef	1240							
99404069	procDef	2127							
99107335	sprite	79							
99627771	sprite	382							
94522815	procDef	47							
99017288	sprite	55							
99491897	sprite	5							
98778518	stage	6							
98560190	procDef	2164							
99790509	procDef	5							
98949285	procDef	8							
99632988	stage	10							
99033526	sprite	17							
99142503	sprite	3							
99341983	stage	55							
99437075	sprite	39							
98496336	sprite	70							
99592286	stage	11							
98681990	procDef	86							
99624608	sprite	1584							
98667473	stage	33							
98363518	procDef	7							
98838474	stage	81							
99653311	procDef	15							
99142859	sprite	4							
99517212	sprite	166							
98858443	sprite	1894							
99498300	procDef	325							
98860590	stage	8							
99700283	procDef	23							
97191832	sprite	67							
99186594	sprite	739							
99688248	stage	15							
99336425	stage	37							
98980873	sprite	11							
98984617	procDef	16							
99110915	procDef	1248							
99579342	sprite	488							
99954317	sprite	8							
98917886	sprite	1892							
98966903	procDef	8							
98652024	procDef	13							
99576235	stage	19							
99717545	procDef	8							
98571704	procDef	47							
98922320	procDef	68							
98995838	procDef	78							
98593293	procDef	50							
99632453	sprite	215							
99960224	sprite	1629							
99128595	sprite	420							
98597240	sprite	393							
99431340	stage	14							
99122551	procDef	1251							
98438285	procDef	6							
98701066	sprite	32							
97905014	sprite	2690							
98919118	sprite	318							
98098044	sprite	8							
99809091	stage	12							
99541127	procDef	18							
99421578	sprite	147							
98612928	stage	45							
99345750	sprite	35							
98985471	stage	9							
99023156	procDef	159							
98671812	sprite	144							
98813074	stage	3							
98638977	procDef	95							
99483458	procDef	64							
99486657	procDef	82							
98602026	procDef	48							
99165190	sprite	473							
98991549	stage	3							
98647716	stage	6							
99080742	stage	173							
98742295	sprite	29							
99742034	stage	15							
98820095	procDef	21							
98660711	procDef	16							
98275357	sprite	369							
99573510	procDef	6							
67250604	stage	83							
99534246	stage	2							
99119436	procDef	7							
99013403	procDef	21							
99844115	stage	4							
98647557	stage	4							
98908289	sprite	8							
99435325	sprite	6569							
98699625	sprite	244							
96860906	stage	24							
99272208	procDef	1471							
85258594	sprite	85							
99491567	sprite	73							
93504786	procDef	12							
99342380	procDef	5							
99297903	sprite	729							
98655153	procDef	71							
95133486	sprite	31							
98703914	procDef	14							
99632566	procDef	2135							
99786470	stage	7							
99099778	procDef	126							
98688735	procDef	21							
98686050	sprite	184							
98857783	sprite	507							
99165896	stage	45							
99557057	sprite	266							
98952180	sprite	5							
99583349	stage	39							
98794792	procDef	29							
99544579	procDef	154							
99548692	sprite	41							
99618466	procDef	182							
99769182	stage	3							
99176164	sprite	83							
98924547	procDef	1							
98990913	procDef	21							
99775931	sprite	188							
99539277	stage	37							
99303981	sprite	1409							
99946517	sprite	121							
99599380	stage	8							
98686092	stage	25							
99599391	sprite	3							
97992289	sprite	841							
99504826	stage	11							
99065512	procDef	3434							
98846011	procDef	34							
99318958	sprite	2843							
98937502	procDef	21							
99281485	sprite	437							
99676900	stage	1534							
99474763	procDef	363							
99888743	procDef	1212							
98492770	procDef	74							
98664647	sprite	199							
99624387	procDef	437							
98808871	stage	9							
99445058	stage	12							
96309663	sprite	149							
92222273	stage	3							
99863747	sprite	478							
98843322	stage	117							
98685181	sprite	121							
99591375	sprite	390							
99513676	sprite	428							
99160845	sprite	72							
95765303	procDef	411							
99104414	stage	3							
99426433	sprite	271							
99474663	stage	15							
98883655	procDef	5							
98801548	sprite	119							
98570411	sprite	421							
98494750	sprite	385							
99949622	stage	2							
99784127	procDef	28							
98508979	procDef	806							
97548013	sprite	14							
98997121	sprite	303							
99335426	procDef	496							
99605102	stage	28							
99409002	stage	11							
98936626	procDef	4							
98210428	stage	23							
98819226	procDef	10							
99001931	procDef	4							
98971248	procDef	59							
91740695	stage	3							
83100870	sprite	25							
99477822	sprite	23							
98730691	stage	26							
98678076	stage	4							
99380068	sprite	25							
98673189	sprite	6							
98612642	procDef	30							
99173981	procDef	4							
98656407	sprite	549							
98978653	sprite	80							
98685572	stage	3							
99262353	sprite	3							
99337078	stage	119							
99553204	sprite	537							
99500301	stage	6							
99862522	sprite	44							
99495729	sprite	1774							
97452769	sprite	605							
98719674	stage	9							
98531889	sprite	27							
99619862	procDef	987							
77185078	procDef	11							
99669823	procDef	12							
98034611	stage	4							
98497687	sprite	643							
99764593	procDef	12							
98705481	procDef	16							
98998031	stage	23							
90121010	procDef	32							
99608268	sprite	9							
99643800	stage	11							
99268395	procDef	5							
98619069	procDef	67							
99699459	procDef	5							
99623793	stage	3							
99606509	sprite	1058							
99733561	procDef	498							
98532206	stage	4							
99015746	stage	7							
98500330	sprite	5							
99500895	procDef	8							
99330825	sprite	131							
98676324	stage	22							
99494853	sprite	517							
99567945	procDef	219							
98867802	procDef	77							
98902378	stage	15							
99021996	sprite	2136							
97325521	procDef	4							
99569762	sprite	54							
99551512	stage	31							
99346898	procDef	32							
98532409	sprite	134							
98649453	sprite	753							
98460869	procDef	68							
97515058	sprite	15							
98847851	sprite	1374							
99016445	sprite	35							
99482860	sprite	40							
98296924	sprite	75							
98642670	sprite	284							
98556871	procDef	256							
97236294	stage	119							
98745797	sprite	119							
99264461	sprite	6							
99714772	procDef	15							
98704354	sprite	27							
99839365	sprite	127							
99619467	stage	3							
